Date;Case;Death;Recovered;Month;Season;Weekday;Weekend;OfficailHoliday;BusinessDay;Doses_admin;People_partially_vaccinated;People_fully_vaccinated
3.03.2022;14255545;95025;5478726;3;2;1;0;0;0;145870323;57702481;52841206
4.03.2022;14293828;95205;5478728;3;2;1;0;0;0;145943346;57702481;52841206
5.03.2022;14326217;95379;5478730;3;2;0;1;0;1;145972393;57710714;52855894
6.03.2022;14353888;95549;5478732;3;2;0;1;0;1;145990177;57712192;52858604
7.03.2022;14388231;95681;5478734;3;2;1;0;0;0;146048178;57717026;52866807
8.03.2022;14425638;95811;5478736;3;2;1;0;0;0;146097881;57717026;52866807
9.03.2022;14458881;95954;5478738;3;2;1;0;0;0;146144478;57725502;52880970
10.03.2022;14488373;96094;5478740;3;2;1;0;0;0;146183069;57729220;52886909
11.03.2022;14513774;96217;5478742;3;2;1;0;0;0;146222195;57732735;52893442
12.03.2022;14534239;96349;5478744;3;2;0;1;0;1;146235452;57733973;52895872
13.03.2022;14551665;96487;5478746;3;2;0;1;0;1;146243976;57734779;52897465
14.03.2022;14576069;96620;5478748;3;2;1;0;0;0;146273906;57737917;52902566
15.03.2022;14600683;96735;5478750;3;2;1;0;0;0;146304093;57740810;52907403
16.03.2022;14623028;96853;5478752;3;2;1;0;0;0;146336317;57743879;52912588
17.03.2022;14644382;96954;5478754;3;2;1;0;0;0;146377975;57747211;52918230
18.03.2022;14663508;97077;5478756;3;2;1;0;0;0;146421935;57750663;52924123
19.03.2022;14680836;97182;5478758;3;2;0;1;0;1;146435701;57752216;52926256
20.03.2022;14693917;97267;5478760;3;2;0;1;0;1;146446575;57753041;52927949
21.03.2022;14708850;97347;5478762;3;2;1;0;0;0;146503050;57756278;52934131
22.03.2022;14726276;97437;5478764;3;2;1;0;0;0;146561848;57759605;52939958
23.03.2022;14743437;97521;5478766;3;2;1;0;0;0;146561848;57762885;52945494
24.03.2022;14760331;97598;5478768;3;2;1;0;0;0;146675886;57765818;52950698
25.03.2022;14775634;97666;5478770;3;2;1;0;0;0;146733931;57768992;52956116
26.03.2022;14789483;97736;5478772;3;2;0;1;0;1;146751309;57770305;52958300
27.03.2022;14800677;97800;5478774;3;2;0;1;0;1;146762564;57770999;52959745
28.03.2022;14815041;97861;5478776;3;2;1;0;0;0;146823531;57773691;52964480
29.03.2022;14831231;97924;5478778;3;2;1;0;0;0;146881913;57776278;52968985
30.03.2022;14846224;97977;5478780;3;2;1;0;0;0;146940492;57778898;52973497
31.03.2022;14860560;98033;5478782;3;2;1;0;0;0;146940492;57781315;52977660
1.04.2022;14873927;98078;5478784;4;2;1;0;0;0;147057130;57781315;52977660
2.04.2022;14885710;98119;5478786;4;2;0;1;0;1;147064641;57781315;52977660
3.04.2022;14894731;98157;5478788;4;2;0;1;0;1;147070173;57785259;52984321
4.04.2022;14907378;98197;5478790;4;2;1;0;0;0;147097462;57786876;52986694
5.04.2022;14919591;98234;5478792;4;2;1;0;0;0;147122340;57788419;52989037
6.04.2022;14929905;98275;5478794;4;2;1;0;0;0;147147731;57788419;52989037
7.04.2022;14939259;98311;5478796;4;2;1;0;0;0;147171659;57791874;52994461
8.04.2022;14946379;98342;5478798;4;2;1;0;0;0;147197855;57791874;52994461
9.04.2022;14953365;98377;5478800;4;2;0;1;0;1;147206133;57791874;52994461
10.04.2022;14958974;98409;5478802;4;2;0;1;0;1;147211194;57794926;52999855
11.04.2022;14965867;98437;5478804;4;2;1;0;0;0;147235102;57796702;53002640
12.04.2022;14972502;98462;5478806;4;2;1;0;0;0;147257592;57798438;53005218
13.04.2022;14978031;98493;5478808;4;2;1;0;0;0;147279922;57800090;53007739
14.04.2022;14983158;98514;5478810;4;2;1;0;0;0;147301011;57801926;53010344
15.04.2022;14987583;98532;5478812;4;2;1;0;0;0;147322713;57801926;53010344
16.04.2022;14991669;98551;5478814;4;2;0;1;0;1;147329116;57801926;53010344
17.04.2022;14994937;98568;5478816;4;2;0;1;0;1;147333131;57804686;53014873
18.04.2022;14999479;98587;5478818;4;2;1;0;0;0;147351467;57806052;53016951
19.04.2022;15003696;98610;5478820;4;2;1;0;0;0;147369656;57807483;53019032
20.04.2022;15007364;98628;5478822;4;2;1;0;0;0;147386767;57808773;53020913
21.04.2022;15010718;98645;5478824;4;2;1;0;0;0;147402858;57810012;53022686
22.04.2022;15013616;98660;5478826;4;2;1;0;0;0;147418551;57810012;53022686
23.04.2022;15016270;98676;5478828;4;2;0;1;1;1;147423229;57811832;53025218
24.04.2022;15018547;98691;5478830;4;2;0;1;0;1;147426248;57812094;53025688
25.04.2022;15021151;98706;5478832;4;2;1;0;0;0;147441608;57813302;53027406
26.04.2022;15023662;98720;5478834;4;2;1;0;0;0;147455844;57814672;53029128
27.04.2022;15026141;98736;5478836;4;2;1;0;0;0;147470087;57815915;53030738
28.04.2022;15028397;98751;5478838;4;2;1;0;0;0;147482673;57817045;53032270
29.04.2022;15030321;98760;5478840;4;2;1;0;0;0;147495274;57818414;53034037
30.04.2022;15032093;98771;5478842;4;2;0;1;0;1;147498664;57818874;53034655
1.05.2022;15033573;98783;5478844;5;2;0;1;1;1;147499821;57818995;53034869
2.05.2022;15034917;98791;5478846;5;2;1;0;1;1;147501398;57819148;53035172
3.05.2022;15036110;98801;5478848;5;2;1;0;1;1;147505412;57819293;53035458
4.05.2022;15037242;98808;5478850;5;2;1;0;1;1;147505412;57819472;53035817
5.05.2022;15038495;98819;5478852;5;2;1;0;0;0;147520160;57820690;53037607
6.05.2022;15040238;98826;5478854;5;2;1;0;0;0;147536047;57822233;53039684
7.05.2022;15041899;98837;5478856;5;2;0;1;0;1;147540208;57822768;53040431
8.05.2022;15043379;98846;5478858;5;2;0;1;0;1;147542401;57823012;53040762
9.05.2022;15044921;98854;5478860;5;2;1;0;0;0;147560229;57824444;53042663
10.05.2022;15046779;98861;5478862;5;2;1;0;0;0;147576861;57825933;53044519
11.05.2022;15048449;98870;5478864;5;2;1;0;0;0;147592145;57827296;53046297
12.05.2022;15050227;98878;5478866;5;2;1;0;0;0;147606278;57828630;53047991
13.05.2022;15051761;98885;5478868;5;2;1;0;0;0;147620847;57830007;53049922
14.05.2022;15053168;98890;5478870;5;2;0;1;0;1;147623608;57830467;53050434
15.05.2022;15054322;98900;5478872;5;2;0;1;0;1;147625535;57830726;53050727
16.05.2022;15055576;98904;5478874;5;2;1;0;0;0;147638328;57832015;53052226
17.05.2022;15057184;98911;5478876;5;2;1;0;0;0;147650166;57833176;53053751
18.05.2022;15058627;98914;5478878;5;2;1;0;0;0;147661034;57834305;53055016
19.05.2022;15060112;98918;5478880;5;2;1;0;1;1;147663432;57834671;53055541
20.05.2022;15060112;98918;5478882;5;2;1;0;0;0;147663432;57834671;53055541
21.05.2022;15062393;98925;5478884;5;2;0;1;0;1;147677323;57836357;53057831
22.05.2022;15063298;98930;5478886;5;2;0;1;0;1;147678580;57836527;53058053
23.05.2022;15064220;98933;5478888;5;2;1;0;0;0;147687693;57837603;53059422
24.05.2022;15065524;98939;5478890;5;2;1;0;0;0;147697010;57838738;53060701
25.05.2022;15066784;98943;5478892;5;2;1;0;0;0;147705146;57839717;53061776
26.05.2022;15068094;98948;5478894;5;2;1;0;0;0;147711493;57840555;53062844
27.05.2022;15069034;98952;5478896;5;2;1;0;0;0;147717865;57841428;53063994
28.05.2022;15070000;98955;5478898;5;2;0;1;0;1;147719809;57841732;53064473
29.05.2022;15070864;98957;5478900;5;2;0;1;0;1;147720907;57841876;53064752
30.05.2022;15071772;98961;5478902;5;2;1;0;0;0;147728185;57842849;53066241
31.05.2022;15072747;98965;5478904;5;2;1;0;0;0;147734958;57843685;53067556
